Area Codes,All Ages
S02001338,2966.00
S02002210,2966.00
S02002018,2965.00
S02001345,2961.00
S02001495,2961.00
S02001688,2960.00
S02002376,2958.00
S02001257,2957.00
S02002138,2957.00
S02002047,2956.00
S02002117,2955.00
S02001499,2953.00
S02001569,2953.00
S02001658,2953.00
S02002379,2952.00
S02001794,2951.00
S02001888,2946.00
S02001338,2945.00
S02001462,2945.00
S02001865,2945.00
S02001889,2943.00
S02001357,2942.00
S02002036,2942.00
S02001428,2940.00
S02001860,2940.00
S02002190,2940.00
S02002497,2940.00
S02002487,2939.00
S02001810,2938.00
S02001339,2937.00
S02002209,2937.00
S02002249,2937.00
S02001918,2935.00
S02001668,2934.00
S02001284,2933.00
S02002302,2932.00
S02002062,2930.00
S02002130,2929.00
S02001973,2928.00
S02002026,2927.00
S02001246,2926.00
S02001956,2922.00
S02001545,2921.00
S02002281,2921.00
S02001786,2920.00
S02002355,2920.00
S02002347,2919.00
S02001368,2918.00
S02001542,2918.00
S02001775,2918.00
S02002048,2917.00
S02002144,2917.00
S02001660,2916.00
S02001754,2916.00
S02001492,2915.00
S02001544,2915.00
S02002177,2915.00
S02002378,2915.00
S02001394,2914.00
S02001518,2914.00
S02001345,2912.00
S02001442,2912.00
S02001623,2911.00
S02001306,2910.00
S02001349,2910.00
S02001503,2910.00
S02001855,2909.00
S02002188,2909.00
S02002148,2908.00
S02001853,2907.00
S02001953,2907.00
S02002476,2907.00
S02001457,2906.00
S02001615,2906.00
S02001879,2905.00
S02001268,2904.00
S02001950,2902.00
S02002171,2901.00
S02001742,2900.00
S02002450,2900.00
S02001248,2899.00
S02002335,2898.00
S02002170,2897.00
S02001246,2896.00
S02001403,2896.00
S02002383,2896.00
S02001346,2895.00
S02001313,2894.00
S02002101,2894.00
S02001889,2893.00
S02002178,2892.00
S02002483,2892.00
S02001429,2890.00
S02002292,2889.00
S02002031,2888.00
S02002349,2887.00
S02001619,2886.00
S02001273,2885.00
S02001332,2885.00
S02002359,2885.00
S02002401,2885.00
S02002493,2884.00
S02001825,2883.00
S02001894,2883.00
S02002020,2883.00
S02001292,2879.00
S02001622,2879.00
S02001499,2878.00
S02002487,2878.00
S02001423,2877.00
S02001640,2877.00
S02002275,2877.00
S02002251,2876.00
S02001980,2875.00
S02002353,2875.00
S02001797,2872.00
S02002491,2872.00
S02002412,2871.00
S02002339,2870.00
S02001926,2869.00
S02001939,2869.00
S02001473,2868.00
S02001316,2867.00
S02001750,2867.00
S02001291,2866.00
S02001564,2866.00
S02001598,2866.00
S02002192,2865.00
S02002283,2865.00
S02001718,2864.00
S02001894,2864.00
S02001679,2863.00
S02001858,2862.00
S02002480,2861.00
S02002312,2860.00
S02001506,2859.00
S02002186,2859.00
S02002445,2855.00
S02001636,2854.00
S02001829,2854.00
S02001934,2854.00
S02002017,2853.00
S02001344,2850.00
S02001447,2850.00
S02002095,2850.00
S02002342,2850.00
S02001445,2849.00
S02001517,2848.00
S02002442,2847.00
S02001316,2845.00
S02001463,2845.00
S02002092,2844.00
S02002428,2844.00
S02001576,2843.00
S02001849,2843.00
S02002351,2841.00
S02001530,2840.00
S02002142,2840.00
S02002066,2839.00
S02001306,2838.00
S02001914,2838.00
S02001482,2837.00
S02001869,2837.00
S02002424,2837.00
S02002494,2836.00
S02001558,2835.00
S02001831,2833.00
S02001412,2832.00
S02001852,2832.00
S02001909,2832.00
S02001848,2831.00
S02002258,2831.00
S02002235,2830.00
S02001269,2829.00
S02001505,2828.00
S02001304,2826.00
S02001520,2826.00
S02002484,2826.00
S02002285,2825.00
S02002251,2824.00
S02001820,2823.00
S02001371,2822.00
S02001395,2822.00
S02001464,2822.00
S02001547,2821.00
S02002402,2821.00
S02001301,2820.00
S02001881,2820.00
S02002321,2820.00
S02001278,2819.00
S02001958,2819.00
S02002036,2817.00
S02001752,2816.00
S02002387,2815.00
S02001939,2813.00
S02002328,2813.00
S02002301,2812.00
S02002192,2811.00
S02002491,2810.00
S02001372,2809.00
S02001991,2808.00
S02001452,2807.00
S02001406,2806.00
S02001600,2806.00
S02001782,2806.00
S02001617,2804.00
S02001988,2804.00
S02001602,2802.00
S02001675,2802.00
S02002407,2802.00
S02001776,2801.00
S02002326,2801.00
S02002500,2800.00
S02001351,2799.00
S02002187,2798.00
S02002116,2797.00
S02002467,2797.00
S02001821,2796.00
S02001843,2796.00
S02001322,2793.00
S02002350,2793.00
S02001367,2790.00
S02001546,2790.00
S02001385,2789.00
S02001774,2789.00
S02001434,2788.00
S02002300,2787.00
S02001544,2786.00
S02002371,2785.00
S02001474,2784.00
S02002145,2784.00
S02001301,2782.00
S02001837,2780.00
S02001901,2780.00
S02001547,2779.00
S02001622,2778.00
S02002474,2778.00
S02002190,2777.00
S02001613,2776.00
S02002512,2776.00
S02001709,2775.00
S02001948,2775.00
S02002292,2775.00
S02001447,2774.00
S02001303,2771.00
S02001905,2771.00
S02002254,2771.00
S02001263,2768.00
S02002382,2768.00
S02001708,2767.00
S02001611,2763.00
S02001916,2763.00
S02002162,2763.00
S02002436,2762.00
S02001524,2761.00
S02001958,2761.00
S02002467,2761.00
S02002514,2760.00
S02001835,2759.00
S02002304,2757.00
S02002320,2757.00
S02002077,2755.00
S02002329,2755.00
S02002149,2754.00
S02001806,2753.00
S02002376,2753.00
S02001626,2752.00
S02002329,2751.00
S02001772,2750.00
S02002231,2749.00
S02001342,2747.00
S02001953,2747.00
S02001401,2744.00
S02001680,2744.00
S02001442,2740.00
S02001703,2740.00
S02002308,2740.00
S02001971,2739.00
S02002043,2739.00
S02001331,2738.00
S02002468,2737.00
S02001519,2736.00
S02002479,2736.00
S02001303,2735.00
S02001357,2735.00
S02002295,2735.00
S02001658,2734.00
S02001915,2734.00
S02001257,2733.00
S02001348,2733.00
S02001765,2733.00
S02002178,2732.00
S02001719,2727.00
S02001275,2726.00
S02001403,2724.00
S02001581,2724.00
S02001631,2723.00
S02001414,2722.00
S02001503,2720.00
S02001561,2720.00
S02001876,2720.00
S02002284,2719.00
S02002092,2717.00
S02001614,2716.00
S02002280,2716.00
S02002348,2716.00
S02001458,2715.00
S02002167,2715.00
S02001514,2714.00
S02001452,2710.00
S02001845,2710.00
S02001344,2708.00
S02001521,2708.00
S02001289,2707.00
S02001587,2707.00
S02002067,2707.00
S02002472,2707.00
S02002470,2706.00
S02001283,2705.00
S02001373,2705.00
S02001952,2705.00
S02002462,2705.00
S02001615,2701.00
S02001664,2699.00
S02001842,2698.00
S02001363,2696.00
S02001898,2696.00
S02001546,2695.00
S02001412,2694.00
S02002160,2691.00
S02001449,2690.00
S02001274,2689.00
S02001896,2689.00
S02002048,2689.00
S02002164,2689.00
S02002445,2689.00
S02001787,2688.00
S02001883,2687.00
S02002042,2686.00
S02002234,2686.00
S02001488,2684.00
S02001942,2684.00
S02001381,2683.00
S02001767,2683.00
S02001312,2682.00
S02002007,2682.00
S02002473,2682.00
S02001289,2680.00
S02001291,2680.00
S02001966,2679.00
S02001597,2677.00
S02002077,2676.00
S02001821,2675.00
S02001960,2675.00
S02001239,2674.00
S02001644,2674.00
S02002486,2674.00
S02002119,2673.00
S02001350,2671.00
S02001781,2671.00
S02002281,2671.00
S02001972,2667.00
S02002482,2665.00
S02001592,2664.00
S02001641,2664.00
S02002061,2664.00
S02002402,2664.00
S02001601,2663.00
S02002271,2663.00
S02001848,2662.00
S02002241,2662.00
S02001534,2661.00
S02001819,2660.00
S02001876,2660.00
S02002327,2660.00
S02001598,2658.00
S02002295,2658.00
S02002441,2658.00
S02001410,2657.00
S02002051,2657.00
S02002187,2657.00
S02002050,2656.00
S02002046,2652.00
S02002351,2652.00
S02002188,2651.00
S02001278,2650.00
S02001440,2650.00
S02002262,2650.00
S02001612,2649.00
S02002229,2649.00
S02002141,2648.00
S02001616,2647.00
S02001483,2646.00
S02001363,2645.00
S02001908,2645.00
S02002338,2645.00
S02001956,2644.00
S02002455,2644.00
S02001667,2643.00
S02002480,2643.00
S02002355,2641.00
S02002067,2640.00
S02002041,2639.00
S02002364,2639.00
S02001868,2637.00
S02002186,2635.00
S02001703,2634.00
S02002266,2632.00
S02002172,2631.00
S02002454,2631.00
S02002483,2631.00
S02002104,2630.00
S02001473,2628.00
S02001271,2627.00
S02002401,2627.00
S02001684,2626.00
S02001647,2624.00
S02002119,2624.00
S02002341,2623.00
S02002354,2623.00
S02001920,2621.00
S02002071,2621.00
S02001864,2620.00
S02002098,2620.00
S02001730,2618.00
S02002489,2618.00
S02001467,2617.00
S02001263,2616.00
S02001974,2616.00
S02002482,2616.00
S02001366,2615.00
S02001888,2615.00
S02001758,2613.00
S02002149,2613.00
S02001626,2612.00
S02001273,2611.00
S02001414,2611.00
S02001312,2608.00
S02002159,2608.00
S02001478,2607.00
S02002054,2606.00
S02001415,2605.00
S02001537,2605.00
S02001486,2604.00
S02001878,2604.00
S02001790,2602.00
S02001644,2598.00
S02001274,2597.00
S02002017,2597.00
S02001411,2596.00
S02002490,2596.00
S02001251,2595.00
S02002207,2595.00
S02001335,2594.00
S02002249,2594.00
S02001572,2591.00
S02001867,2588.00
S02001540,2587.00
S02002363,2586.00
S02001690,2585.00
S02002395,2584.00
S02001275,2582.00
S02001722,2582.00
S02001349,2581.00
S02001929,2580.00
S02002161,2580.00
S02002245,2580.00
S02002258,2580.00
S02002498,2580.00
S02002095,2577.00
S02002265,2577.00
S02001436,2576.00
S02001813,2576.00
S02002154,2576.00
S02001524,2575.00
S02001373,2573.00
S02002160,2571.00
S02001805,2570.00
S02002245,2568.00
S02002030,2566.00
S02002337,2566.00
S02001265,2565.00
S02002034,2564.00
S02002277,2564.00
S02002489,2564.00
S02001347,2561.00
S02001383,2561.00
S02002199,2560.00
S02001593,2559.00
S02001901,2558.00
S02001380,2556.00
S02001792,2556.00
S02001993,2555.00
S02001577,2554.00
S02002353,2553.00
S02001243,2552.00
S02002128,2552.00
S02001642,2551.00
S02002180,2551.00
S02001553,2550.00
S02001304,2549.00
S02001815,2549.00
S02001354,2548.00
S02001519,2548.00
S02001684,2548.00
S02001647,2547.00
S02002485,2547.00
S02001588,2546.00
S02001634,2545.00
S02002324,2545.00
S02001478,2544.00
S02002154,2544.00
S02002350,2544.00
S02002276,2543.00
S02001270,2541.00
S02001983,2541.00
S02001250,2540.00
S02001341,2540.00
S02002162,2539.00
S02002166,2539.00
S02002030,2538.00
S02002104,2538.00
S02002468,2537.00
S02001424,2535.00
S02002126,2535.00
S02002179,2534.00
S02001355,2533.00
S02002049,2532.00
S02001994,2531.00
S02002332,2531.00
S02001323,2530.00
S02001608,2529.00
S02002347,2529.00
S02001411,2528.00
S02001814,2528.00
S02001922,2527.00
S02001997,2527.00
S02002060,2526.00
S02002429,2526.00
S02001365,2525.00
S02001643,2525.00
S02001701,2525.00
S02001286,2523.00
S02001823,2522.00
S02002465,2522.00
S02002436,2518.00
S02001679,2517.00
S02002496,2517.00
S02001387,2515.00
S02001639,2515.00
S02001983,2515.00
S02002174,2515.00
S02001377,2513.00
S02001469,2513.00
S02001448,2510.00
S02001305,2509.00
S02002032,2509.00
S02001856,2508.00
S02001928,2508.00
S02002207,2506.00
S02002339,2506.00
S02001486,2505.00
S02001737,2505.00
S02001893,2505.00
S02001281,2504.00
S02002168,2501.00
S02001239,2499.00
S02001589,2499.00
S02001673,2498.00
S02002461,2498.00
S02001491,2494.00
S02001624,2494.00
S02001750,2493.00
S02001964,2493.00
S02001988,2493.00
S02001844,2492.00
S02001269,2491.00
S02002058,2490.00
S02002163,2488.00
S02002267,2487.00
S02001613,2486.00
S02001394,2485.00
S02001401,2485.00
S02001450,2485.00
S02001981,2485.00
S02002217,2485.00
S02002405,2484.00
S02002478,2484.00
S02001667,2483.00
S02001396,2482.00
S02001402,2482.00
S02002185,2482.00
S02002455,2481.00
S02001643,2480.00
S02001419,2478.00
S02001449,2478.00
S02001317,2477.00
S02001266,2476.00
S02001236,2475.00
S02001464,2475.00
S02001599,2475.00
S02001599,2473.00
S02001805,2473.00
S02001522,2472.00
S02001677,2471.00
S02001385,2470.00
S02001348,2469.00
S02002114,2469.00
S02001865,2468.00
S02001833,2467.00
S02002000,2467.00
S02002356,2467.00
S02002473,2467.00
S02001353,2466.00
S02001549,2466.00
S02002202,2463.00
S02002161,2462.00
S02001296,2461.00
S02001571,2461.00
S02001856,2460.00
S02002220,2458.00
S02002291,2457.00
S02002296,2456.00
S02002448,2455.00
S02001493,2453.00
S02002301,2453.00
S02001790,2452.00
S02001852,2452.00
S02001398,2450.00
S02002199,2449.00
S02001358,2447.00
S02001931,2447.00
S02001317,2446.00
S02001533,2446.00
S02001671,2446.00
S02001929,2446.00
S02001417,2445.00
S02001685,2443.00
S02001481,2442.00
S02002470,2442.00
S02001602,2441.00
S02001723,2441.00
S02002097,2441.00
S02001682,2438.00
S02001802,2436.00
S02001565,2435.00
S02001481,2434.00
S02002046,2434.00
S02002284,2434.00
S02002356,2434.00
S02001665,2432.00
S02002056,2432.00
S02002338,2432.00
S02001677,2431.00
S02001886,2431.00
S02001931,2431.00
S02002324,2430.00
S02001867,2429.00
S02001987,2429.00
S02002069,2429.00
S02001386,2428.00
S02001500,2427.00
S02001979,2426.00
S02002076,2426.00
S02001714,2425.00
S02001642,2424.00
S02001483,2423.00
S02001538,2423.00
S02002340,2423.00
S02001909,2422.00
S02001631,2420.00
S02001592,2415.00
S02001984,2415.00
S02001398,2414.00
S02001540,2414.00
S02002481,2413.00
S02002262,2411.00
S02001978,2410.00
S02002288,2410.00
S02001454,2407.00
S02001701,2407.00
S02001917,2407.00
S02002360,2407.00
S02001436,2406.00
S02002368,2406.00
S02002485,2406.00
S02001258,2405.00
S02001281,2405.00
S02001555,2405.00
S02002050,2405.00
S02001471,2404.00
S02002063,2404.00
S02001853,2403.00
S02001243,2402.00
S02002253,2402.00
S02001296,2400.00
S02001366,2399.00
S02001641,2399.00
S02002405,2399.00
S02002102,2398.00
S02002414,2397.00
S02001863,2395.00
S02001981,2395.00
S02002291,2395.00
S02002091,2393.00
S02002421,2393.00
S02001994,2391.00
S02002396,2390.00
S02001535,2389.00
S02001614,2389.00
S02001305,2388.00
S02001424,2388.00
S02001737,2388.00
S02002041,2388.00
S02002141,2388.00
S02002377,2388.00
S02001389,2385.00
S02001286,2383.00
S02001252,2381.00
S02002460,2381.00
S02001616,2380.00
S02001874,2379.00
S02002194,2379.00
S02001935,2378.00
S02002276,2378.00
S02002296,2378.00
S02001553,2377.00
S02002280,2377.00
S02002168,2375.00
S02002420,2375.00
S02002049,2374.00
S02001467,2373.00
S02002116,2373.00
S02002336,2372.00
S02002032,2370.00
S02002463,2370.00
S02002128,2369.00
S02002488,2369.00
S02001813,2368.00
S02002239,2368.00
S02001242,2367.00
S02001666,2367.00
S02002159,2366.00
S02002253,2366.00
S02001252,2365.00
S02001358,2365.00
S02001886,2365.00
S02002340,2365.00
S02001402,2364.00
S02001864,2364.00
S02002163,2361.00
S02002478,2361.00
S02001380,2360.00
S02001521,2360.00
S02001863,2360.00
S02001915,2360.00
S02002311,2360.00
S02002452,2360.00
S02001333,2359.00
S02001355,2359.00
S02001878,2359.00
S02002166,2359.00
S02001266,2357.00
S02002309,2357.00
S02002042,2356.00
S02002416,2356.00
S02001671,2354.00
S02002079,2354.00
S02002147,2354.00
S02002278,2354.00
S02002286,2354.00
S02002081,2353.00
S02002490,2353.00
S02001236,2352.00
S02001333,2352.00
S02001858,2351.00
S02002266,2350.00
S02001682,2348.00
S02002230,2348.00
S02001792,2347.00
S02002365,2346.00
S02002466,2345.00
S02001419,2343.00
S02002286,2343.00
S02002110,2342.00
S02002125,2342.00
S02002267,2342.00
S02001455,2340.00
S02002477,2340.00
S02002241,2337.00
S02001277,2335.00
S02001608,2335.00
S02001723,2335.00
S02002421,2335.00
S02002498,2335.00
S02001321,2334.00
S02001460,2334.00
S02001651,2334.00
S02001271,2333.00
S02002044,2333.00
S02001589,2332.00
S02001954,2331.00
S02002006,2331.00
S02001726,2330.00
S02001472,2329.00
S02001549,2328.00
S02001415,2327.00
S02001320,2326.00
S02001451,2326.00
S02001245,2325.00
S02001251,2324.00
S02001842,2324.00
S02001910,2324.00
S02001501,2322.00
S02001959,2322.00
S02002060,2322.00
S02001450,2320.00
S02001837,2319.00
S02001319,2318.00
S02001319,2318.00
S02001714,2317.00
S02001808,2317.00
S02001921,2317.00
S02001999,2317.00
S02001882,2316.00
S02001881,2315.00
S02001323,2313.00
S02001685,2313.00
S02001330,2312.00
S02001730,2312.00
S02001874,2312.00
S02002229,2312.00
S02001746,2311.00
S02002395,2311.00
S02002022,2309.00
S02002332,2309.00
S02001451,2308.00
S02002121,2307.00
S02001851,2306.00
S02002191,2303.00
S02001264,2302.00
S02001264,2301.00
S02001494,2300.00
S02002174,2300.00
S02001844,2297.00
S02002429,2297.00
S02001594,2296.00
S02002193,2296.00
S02001314,2295.00
S02001386,2294.00
S02001396,2294.00
S02001933,2294.00
S02001943,2294.00
S02001533,2293.00
S02001593,2292.00
S02002069,2292.00
S02002263,2291.00
S02002416,2291.00
S02002392,2290.00
S02001940,2288.00
S02001330,2287.00
S02001940,2286.00
S02002508,2285.00
S02002250,2284.00
S02002432,2284.00
S02001365,2282.00
S02001393,2281.00
S02001400,2281.00
S02001572,2281.00
S02002293,2281.00
S02001638,2280.00
S02001294,2279.00
S02002205,2279.00
S02001662,2278.00
S02001957,2278.00
S02002456,2278.00
S02001537,2277.00
S02001903,2276.00
S02001458,2275.00
S02001923,2275.00
S02002076,2275.00
S02002191,2275.00
S02001265,2274.00
S02001992,2274.00
S02001661,2273.00
S02002345,2273.00
S02002481,2273.00
S02002396,2272.00
S02001783,2271.00
S02001583,2270.00
S02001978,2270.00
S02002103,2269.00
S02001270,2268.00
S02001448,2268.00
S02002420,2268.00
S02001618,2267.00
S02001885,2267.00
S02001954,2267.00
S02001984,2267.00
S02002044,2267.00
S02001334,2264.00
S02002139,2264.00
S02001766,2263.00
S02001421,2262.00
S02002025,2261.00
S02002126,2259.00
S02002343,2259.00
S02001294,2257.00
S02002278,2256.00
S02001374,2255.00
S02001777,2255.00
S02001245,2253.00
S02001354,2253.00
S02001771,2251.00
S02001388,2250.00
S02001734,2250.00
S02002202,2250.00
S02002250,2250.00
S02002344,2250.00
S02002479,2250.00
S02002097,2249.00
S02002377,2249.00
S02001902,2248.00
S02001421,2247.00
S02001583,2245.00
S02002510,2245.00
S02002084,2244.00
S02001883,2243.00
S02001337,2242.00
S02001970,2242.00
S02002309,2241.00
S02001347,2238.00
S02001280,2237.00
S02001295,2237.00
S02001469,2237.00
S02001654,2237.00
S02001555,2236.00
S02001732,2236.00
S02002203,2235.00
S02002238,2235.00
S02001258,2234.00
S02001672,2234.00
S02001353,2233.00
S02001487,2233.00
S02001334,2232.00
S02001666,2232.00
S02001835,2232.00
S02001841,2232.00
S02001242,2231.00
S02002118,2231.00
S02002288,2231.00
S02002232,2230.00
S02002496,2229.00
S02001595,2228.00
S02002220,2228.00
S02001884,2227.00
S02001628,2226.00
S02001800,2226.00
S02002233,2226.00
E06000053,2224.00
E02006781,2224.00
S02001240,2224.00
S02002185,2224.00
S02001315,2222.00
S02001873,2222.00
S02001946,2222.00
S02002000,2222.00
S02002282,2222.00
S02002039,2221.00
S02001416,2220.00
S02001663,2218.00
S02001801,2218.00
S02001539,2214.00
S02001783,2213.00
S02001577,2212.00
S02001734,2210.00
S02001802,2210.00
S02001908,2210.00
S02001809,2209.00
S02002261,2209.00
S02002503,2209.00
S02001565,2207.00
S02001571,2207.00
S02001590,2206.00
S02001580,2205.00
S02001814,2205.00
S02002006,2205.00
S02002268,2205.00
S02001554,2204.00
S02001998,2204.00
S02001491,2201.00
S02001766,2201.00
S02001501,2200.00
S02002239,2200.00
S02002510,2197.00
S02002021,2196.00
S02002038,2195.00
S02001756,2194.00
S02002079,2194.00
S02001512,2193.00
S02001527,2193.00
S02001665,2193.00
S02001986,2191.00
S02002282,2191.00
S02002368,2190.00
S02001240,2189.00
S02001732,2189.00
S02001277,2187.00
S02002466,2187.00
S02001999,2185.00
S02002132,2185.00
S02001311,2184.00
S02001771,2183.00
S02001998,2183.00
S02002189,2183.00
S02001253,2182.00
S02002195,2181.00
S02001712,2180.00
S02002273,2180.00
S02001320,2179.00
S02001550,2179.00
S02001618,2179.00
S02002374,2179.00
S02001639,2178.00
S02002419,2176.00
S02001799,2175.00
S02001830,2175.00
S02002386,2175.00
S02002457,2175.00
S02002063,2174.00
S02002317,2174.00
S02002346,2174.00
S02002370,2174.00
S02001962,2173.00
S02001604,2171.00
S02002045,2171.00
S02001295,2170.00
S02001873,2170.00
S02001925,2170.00
S02002404,2170.00
S02001337,2168.00
S02001541,2167.00
S02002022,2167.00
S02001471,2166.00
S02001836,2166.00
S02001910,2166.00
S02001681,2165.00
S02002157,2165.00
S02002073,2164.00
S02002469,2163.00
S02002361,2159.00
S02001309,2157.00
S02002437,2157.00
S02001962,2155.00
S02002073,2154.00
S02001987,2153.00
S02002435,2151.00
S02002488,2150.00
S02001364,2149.00
S02001535,2149.00
S02001887,2149.00
S02002156,2149.00
S02002287,2149.00
S02002414,2149.00
S02001979,2148.00
S02001400,2147.00
S02001532,2147.00
S02001726,2147.00
S02002193,2147.00
S02002511,2147.00
S02001523,2145.00
S02002173,2143.00
S02002415,2141.00
S02001466,2140.00
S02002314,2140.00
S02001985,2139.00
S02002317,2139.00
S02001676,2137.00
S02001945,2137.00
S02002147,2137.00
S02001596,2136.00
S02002390,2136.00
S02001420,2135.00
S02001493,2135.00
S02001560,2135.00
S02001287,2134.00
S02001698,2134.00
S02001933,2134.00
S02002425,2134.00
S02001391,2133.00
S02001824,2133.00
S02001444,2132.00
S02002495,2131.00
S02001834,2130.00
S02001891,2130.00
S02002175,2130.00
S02001249,2129.00
S02002461,2129.00
S02001822,2128.00
S02002129,2128.00
S02001326,2127.00
S02002205,2127.00
S02002336,2127.00
S02002352,2127.00
S02001590,2126.00
S02001727,2126.00
S02002021,2126.00
S02001393,2123.00
S02001746,2123.00
S02001477,2122.00
S02001409,2121.00
S02001480,2121.00
S02002139,2121.00
S02001811,2120.00
S02002086,2119.00
S02002218,2119.00
S02001638,2116.00
S02001985,2116.00
S02001455,2115.00
S02001500,2115.00
S02002223,2115.00
S02001509,2114.00
S02001548,2114.00
S02002457,2114.00
S02002391,2113.00
S02002430,2113.00
S02002508,2113.00
S02001651,2112.00
S02002227,2112.00
S02001930,2109.00
S02002114,2109.00
S02002294,2108.00
S02002226,2107.00
S02001280,2105.00
S02001580,2105.00
S02001513,2104.00
S02001321,2103.00
S02001989,2103.00
S02002070,2103.00
S02001697,2102.00
S02002183,2102.00
S02002477,2100.00
S02001712,2099.00
S02001254,2098.00
S02001762,2098.00
S02001872,2098.00
S02001777,2095.00
S02001828,2095.00
S02001922,2095.00
S02002460,2095.00
S02001314,2094.00
S02001389,2094.00
S02001935,2094.00
S02001743,2093.00
S02001315,2092.00
S02001397,2092.00
S02001575,2092.00
S02001964,2091.00
S02001297,2090.00
S02001625,2090.00
S02001528,2089.00
S02001595,2089.00
S02002127,2089.00
S02002001,2088.00
S02001628,2087.00
S02001992,2087.00
S02001866,2084.00
S02001300,2083.00
S02001279,2080.00
S02001579,2080.00
S02001824,2080.00
S02001311,2079.00
S02002260,2079.00
S02002418,2079.00
S02002511,2079.00
S02001388,2078.00
S02001559,2078.00
S02002204,2078.00
S02001725,2076.00
S02002203,2076.00
S02001340,2075.00
S02002469,2075.00
S02001967,2074.00
S02002432,2073.00
S02002384,2072.00
S02001300,2071.00
S02001672,2071.00
S02002156,2071.00
S02002475,2071.00
S02002502,2071.00
S02001697,2070.00
S02002303,2069.00
S02001822,2068.00
S02001340,2066.00
S02001989,2066.00
S02001260,2065.00
S02001632,2065.00
S02002122,2064.00
S02002181,2064.00
S02001885,2063.00
S02002333,2063.00
S02002456,2061.00
S02002392,2060.00
S02001513,2059.00
S02001930,2058.00
S02002370,2058.00
S02001957,2057.00
S02001237,2055.00
S02001287,2055.00
S02001739,2055.00
S02001686,2054.00
S02002307,2054.00
S02001927,2053.00
S02001439,2052.00
S02002025,2052.00
S02002345,2052.00
S02001370,2051.00
S02001975,2051.00
S02001581,2050.00
S02001633,2050.00
S02001661,2050.00
S02001903,2049.00
S02002463,2049.00
S02001902,2048.00
S02002038,2047.00
S02002084,2047.00
S02001308,2045.00
S02001691,2045.00
S02001840,2045.00
S02002103,2045.00
S02002214,2045.00
S02002293,2045.00
S02002369,2045.00
S02001255,2043.00
S02001299,2043.00
S02002045,2043.00
S02001437,2042.00
S02001887,2042.00
S02001523,2041.00
S02002218,2040.00
S02002232,2040.00
S02002434,2040.00
S02002140,2039.00
S02001594,2038.00
S02002200,2038.00
S02001923,2037.00
S02002039,2036.00
S02002053,2036.00
S02002389,2036.00
S02001244,2035.00
S02001538,2035.00
S02002001,2035.00
S02001527,2034.00
S02001959,2034.00
S02002226,2034.00
S02001663,2033.00
S02001897,2033.00
S02002261,2033.00
S02001241,2032.00
S02001494,2032.00
S02002132,2032.00
S02002502,2032.00
S02002212,2031.00
S02002121,2030.00
S02001267,2029.00
S02002137,2028.00
S02002227,2028.00
S02002503,2028.00
S02001444,2026.00
S02002449,2026.00
S02001255,2025.00
S02001541,2024.00
S02001725,2024.00
S02001739,2024.00
S02001880,2024.00
S02002137,2024.00
S02001288,2023.00
S02001733,2023.00
S02001704,2022.00
S02001588,2021.00
S02001890,2021.00
S02001327,2019.00
S02002303,2019.00
S02001800,2018.00
S02002052,2018.00
S02002152,2018.00
S02002419,2017.00
S02001487,2016.00
S02002247,2016.00
S02001416,2014.00
S02001727,2014.00
S02001986,2013.00
S02002143,2013.00
S02001798,2012.00
S02001836,2012.00
S02001927,2012.00
S02001362,2011.00
S02001917,2010.00
S02002085,2010.00
S02002214,2010.00
S02002228,2010.00
S02001654,2009.00
S02001841,2009.00
S02002204,2009.00
S02001382,2008.00
S02002135,2008.00
S02002134,2007.00
S02001460,2006.00
S02001550,2006.00
S02002233,2006.00
S02001795,2005.00
S02002216,2003.00
S02001309,2002.00
S02001872,2002.00
S02002373,2002.00
S02002070,2001.00
S02001364,2000.00
S02001900,2000.00
S02002105,2000.00
S02001420,1999.00
S02001299,1998.00
S02001554,1998.00
S02002384,1997.00
S02002464,1997.00
S02001799,1996.00
S02002230,1996.00
S02001327,1995.00
S02001625,1995.00
S02001691,1995.00
S02001826,1995.00
S02001297,1994.00
S02001472,1994.00
S02001698,1994.00
S02002023,1994.00
S02002252,1994.00
S02002333,1994.00
S02001700,1993.00
S02001912,1993.00
S02002366,1993.00
S02002390,1992.00
S02001477,1991.00
S02001575,1991.00
S02002343,1991.00
S02002155,1990.00
S02001882,1989.00
S02001921,1989.00
S02002406,1989.00
S02001670,1988.00
S02002146,1988.00
S02002315,1988.00
S02002425,1988.00
S02002270,1987.00
S02002307,1987.00
S02002242,1986.00
S02001681,1985.00
S02001743,1984.00
S02001866,1984.00
S02002255,1984.00
S02002086,1983.00
S02001662,1982.00
S02002200,1982.00
S02002228,1982.00
S02001391,1981.00
S02001484,1981.00
S02002346,1981.00
S02001755,1980.00
S02002344,1980.00
S02002361,1979.00
S02001279,1978.00
S02001459,1978.00
S02002446,1977.00
S02002447,1977.00
S02001260,1976.00
S02001485,1976.00
S02001574,1976.00
S02001498,1975.00
S02002072,1975.00
S02002242,1975.00
S02002118,1974.00
S02001308,1973.00
S02001811,1972.00
S02001970,1972.00
S02001438,1971.00
S02001861,1969.00
S02001480,1968.00
S02001548,1968.00
S02001267,1966.00
S02002294,1966.00
S02001686,1965.00
S02002247,1965.00
S02001851,1964.00
S02001982,1964.00
S02001326,1963.00
S02001352,1963.00
S02001484,1963.00
S02001884,1963.00
S02001604,1960.00
S02001629,1960.00
